Sample in Buffer,Sample in Window,TRIGGER,i_system_wrapper/wifi_dsn_i/dbg_sic_fir_q[14:0],u_ila_0_dbg_sic_fir_q[15:15],i_system_wrapper/wifi_dsn_i/dbg_sic_auto_corr[25:0],i_system_wrapper/wifi_dsn_i/dbg_sic_ch_est_i[31:0],i_system_wrapper/wifi_dsn_i/dbg_sic_lts_th[15:0],i_system_wrapper/wifi_dsn_i/dbg_sic_memory_out_q[14:0],u_ila_0_dbg_sic_memory_out_q[15:15],i_system_wrapper/wifi_dsn_i/dbg_sic_lts_corr[31:0],i_system_wrapper/wifi_dsn_i/dbg_sic_fir_i[14:0],u_ila_0_dbg_sic_fir_i[15:15],i_system_wrapper/wifi_dsn_i/dbg_sic_auto_th[25:0],i_system_wrapper/wifi_dsn_i/tx_wave_bram_0_tx_ram_addr[10:0],i_system_wrapper/wifi_dsn_i/mux_1_dout[15:0],i_system_wrapper/wifi_dsn_i/wlan_fd_32b_0_cancel_i_out[15:0],i_system_wrapper/wifi_dsn_i/dbg_sic_memory_out_i[14:0],u_ila_0_dbg_sic_memory_out_i[15:15],i_system_wrapper/wifi_dsn_i/dbg_sic_eng_th[13:0],i_system_wrapper/wifi_dsn_i/fifo_generator_idata_rx_dout[15:0],i_system_wrapper/wifi_dsn_i/fifo_generator_qdata_rx_dout[15:0],i_system_wrapper/wifi_dsn_i/mux_0_dout[15:0],i_system_wrapper/wifi_dsn_i/wlan_fd_32b_0_cancel_q_out[15:0],i_system_wrapper/wifi_dsn_i/dbg_rx_din_sel[1:0],i_system_wrapper/wifi_dsn_i/dbg_sic_ch_est_q[31:0],i_system_wrapper/wifi_dsn_i/dbg_sic_eng14[13:0],i_system_wrapper/wifi_dsn_i/tx_wave_bram_0/dbg_en_out[0:0],i_system_wrapper/wifi_dsn_i/tx_wave_bram_0/inst/tx_ram_wr_en[0:0],i_system_wrapper/wifi_dsn_i/dbg_ch_est,i_system_wrapper/wifi_dsn_i/dbg_ch_est_done,i_system_wrapper/wifi_dsn_i/dbg_sic_cancel,i_system_wrapper/wifi_dsn_i/dbg_sic_ch_est_valid,i_system_wrapper/wifi_dsn_i/dbg_sic_det_ofdm,u_ila_0_dbg_sic_lts_sync_1,u_ila_0_dbg_sic_lts_sync,i_system_wrapper/wifi_dsn_i/dbg_sic_lts_timeout,i_system_wrapper/wifi_dsn_i/dbg_tx_running_1,i_system_wrapper/wifi_dsn_i/full_2,i_system_wrapper/wifi_dsn_i/full_3,i_system_wrapper/wifi_dsn_i/gxc_wtx_0_tx_dout_valid_free,i_system_wrapper/wifi_dsn_i/mux_1b_0_dout,i_system_wrapper/wifi_dsn_i/mux_wr_en_dout,u_ila_0_tx_wave_bram_0_tx_ram_sel
705,705,0,0000,0,0000000,000b19bf,1f40,0070,0,00000020,0000,0,0000000,000,2784,0040,7fb0,1,0001,-96,-16,2784,ffc0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
706,706,0,0000,0,0000000,000b19bf,1f40,0070,0,00000020,0000,0,0000000,000,2784,ffb0,7fb0,1,0001,-96,-16,2784,0070,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
707,707,0,0000,0,0000000,000b19bf,1f40,0070,0,00000020,0000,0,0000000,000,2784,ffb0,7fb0,1,0001,-96,-16,2784,0070,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
708,708,0,0000,0,0000000,000b19bf,1f40,0070,0,00000020,0000,0,0000000,000,2784,ffb0,7fb0,1,0001,-96,-16,2784,0070,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
709,709,0,0000,0,0000000,000b19bf,1f40,0070,0,00000020,0000,0,0000000,000,2784,ffb0,7fb0,1,0001,128,16,2784,0070,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
710,710,0,0000,0,0000000,000b19bf,1f40,0070,0,00000020,0000,0,0000000,000,-8048,ffb0,7fb0,1,0001,128,16,128,0070,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
711,711,0,0000,0,0000000,000b19bf,1f40,0070,0,00000020,0000,0,0000000,000,-8048,ffb0,7fb0,1,0001,128,16,128,0070,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
712,712,0,0000,0,0000000,000b19bf,1f40,7fd0,1,00000020,0000,0,0000000,000,-8048,ffb0,0060,0,0001,128,16,128,0070,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
713,713,0,0000,0,0000000,000b19bf,1f40,7fd0,1,00000080,0000,0,0000000,000,-8048,ffb0,0060,0,0001,128,16,128,0070,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
714,714,0,0000,0,0000000,000b19bf,1f40,7fd0,1,00000080,0000,0,0000000,000,-8048,0060,0060,0,0001,128,16,128,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
715,715,0,0000,0,0000000,000b19bf,1f40,7fd0,1,00000080,0000,0,0000000,000,-8048,0060,0060,0,0001,128,16,128,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
716,716,0,0000,0,0000000,000b19bf,1f40,7fd0,1,00000080,0000,0,0000000,000,-8048,0060,0060,0,0001,128,16,128,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
717,717,0,0000,0,0000000,000b19bf,1f40,7fd0,1,00000080,0000,0,0000000,000,-8048,0060,0060,0,0001,-176,16,128,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
718,718,0,0000,0,0000000,000b19bf,1f40,7fd0,1,00000080,0000,0,0000000,000,-832,0060,0060,0,0001,-176,16,-4768,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
719,719,0,0000,0,0000000,000b19bf,1f40,7fd0,1,00000080,0000,0,0000000,000,-832,0060,0060,0,0001,-176,16,-4768,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
720,720,0,0000,0,0000000,000b19bf,1f40,0020,0,00000080,0000,0,0000000,000,-832,0060,7fb0,1,0001,-176,16,-4768,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
721,721,0,0000,0,0000000,000b19bf,1f40,0020,0,000002a8,0000,0,0000000,000,-832,0060,7fb0,1,0001,-176,16,-4768,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
722,722,0,0000,0,0000000,000b19bf,1f40,0020,0,000002a8,0000,0,0000000,000,-832,ffb0,7fb0,1,0001,-176,16,-4768,0020,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
723,723,0,0000,0,0000000,000b19bf,1f40,0020,0,000002a8,0000,0,0000000,000,-832,ffb0,7fb0,1,0001,-176,16,-4768,0020,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
724,724,0,0000,0,0000000,000b19bf,1f40,0020,0,000002a8,0000,0,0000000,000,-832,ffb0,7fb0,1,0001,-176,16,-4768,0020,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
725,725,0,0000,0,0000000,000b19bf,1f40,0020,0,000002a8,0000,0,0000000,000,-832,ffb0,7fb0,1,0001,160,0,-4768,0020,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
726,726,0,0000,0,0000000,000b19bf,1f40,0020,0,000002a8,0000,0,0000000,000,8656,ffb0,7fb0,1,0001,160,0,-768,0020,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
727,727,0,0000,0,0000000,000b19bf,1f40,0020,0,000002a8,0000,0,0000000,000,8656,ffb0,7fb0,1,0001,160,0,-768,0020,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
728,728,0,0000,0,0000000,000b19bf,1f40,7ff0,1,000002a8,0000,0,0000000,000,8656,ffb0,0010,0,0001,160,0,-768,0020,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
729,729,0,0000,0,0000000,000b19bf,1f40,7ff0,1,00000314,0000,0,0000000,000,8656,ffb0,0010,0,0001,160,0,-768,0020,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
730,730,0,0000,0,0000000,000b19bf,1f40,7ff0,1,00000314,0000,0,0000000,000,8656,0010,0010,0,0001,160,0,-768,fff0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
731,731,0,0000,0,0000000,000b19bf,1f40,7ff0,1,00000314,0000,0,0000000,000,8656,0010,0010,0,0001,160,0,-768,fff0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
732,732,0,0000,0,0000000,000b19bf,1f40,7ff0,1,00000314,0000,0,0000000,000,8656,0010,0010,0,0001,160,0,-768,fff0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
733,733,0,0000,0,0000000,000b19bf,1f40,7ff0,1,00000314,0000,0,0000000,000,8656,0010,0010,0,0001,-32,48,-768,fff0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
734,734,0,0000,0,0000000,000b19bf,1f40,7ff0,1,00000314,0000,0,0000000,000,5568,0010,0010,0,0001,-32,48,0,fff0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
735,735,0,0000,0,0000000,000b19bf,1f40,7ff0,1,00000314,0000,0,0000000,000,5568,0010,0010,0,0001,-32,48,0,fff0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
736,736,0,0000,0,0000000,000b19bf,1f40,7ff0,1,00000314,0000,0,0000000,000,5568,0010,0010,0,0001,-32,48,0,fff0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
737,737,0,0000,0,0000000,000b19bf,1f40,7ff0,1,000002a4,0000,0,0000000,000,5568,0010,0010,0,0001,-32,48,0,fff0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
738,738,0,0000,0,0000000,000b19bf,1f40,7ff0,1,000002a4,0000,0,0000000,000,5568,0010,0010,0,0001,-32,48,0,fff0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
739,739,0,0000,0,0000000,000b19bf,1f40,7ff0,1,000002a4,0000,0,0000000,000,5568,0010,0010,0,0001,-32,48,0,fff0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
740,740,0,0000,0,0000000,000b19bf,1f40,7ff0,1,000002a4,0000,0,0000000,000,5568,0010,0010,0,0001,-32,48,0,fff0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
741,741,0,0000,0,0000000,000b19bf,1f40,7ff0,1,000002a4,0000,0,0000000,000,5568,0010,0010,0,0001,-64,-16,0,fff0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
742,742,0,0000,0,0000000,000b19bf,1f40,7ff0,1,000002a4,0000,0,0000000,000,8656,0010,0010,0,0001,-64,-16,-768,fff0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
743,743,0,0000,0,0000000,000b19bf,1f40,7ff0,1,000002a4,0000,0,0000000,000,8656,0010,0010,0,0001,-64,-16,-768,fff0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
744,744,0,0000,0,0000000,000b19bf,1f40,0040,0,000002a4,0000,0,0000000,000,8656,0010,7fe0,1,0001,-64,-16,-768,fff0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
745,745,0,0000,0,0000000,000b19bf,1f40,0040,0,00000290,0000,0,0000000,000,8656,0010,7fe0,1,0001,-64,-16,-768,fff0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
746,746,0,0000,0,0000000,000b19bf,1f40,0040,0,00000290,0000,0,0000000,000,8656,ffe0,7fe0,1,0001,-64,-16,-768,0040,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
747,747,0,0000,0,0000000,000b19bf,1f40,0040,0,00000290,0000,0,0000000,000,8656,ffe0,7fe0,1,0001,-64,-16,-768,0040,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
748,748,0,0000,0,0000000,000b19bf,1f40,0040,0,00000290,0000,0,0000000,000,8656,ffe0,7fe0,1,0001,-64,-16,-768,0040,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
749,749,0,0000,0,0000000,000b19bf,1f40,0040,0,00000290,0000,0,0000000,000,8656,ffe0,7fe0,1,0001,64,-16,-768,0040,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
750,750,0,0000,0,0000000,000b19bf,1f40,0040,0,00000290,0000,0,0000000,000,-832,ffe0,7fe0,1,0001,64,-16,-4768,0040,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
751,751,0,0000,0,0000000,000b19bf,1f40,0040,0,00000290,0000,0,0000000,000,-832,ffe0,7fe0,1,0001,64,-16,-4768,0040,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
752,752,0,0000,0,0000000,000b19bf,1f40,7fd0,1,00000290,0000,0,0000000,000,-832,ffe0,0050,0,0001,64,-16,-4768,0040,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
753,753,0,0000,0,0000000,000b19bf,1f40,7fd0,1,00000574,0000,0,0000000,000,-832,ffe0,0050,0,0001,64,-16,-4768,0040,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
754,754,0,0000,0,0000000,000b19bf,1f40,7fd0,1,00000574,0000,0,0000000,000,-832,0050,0050,0,0001,64,-16,-4768,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
755,755,0,0000,0,0000000,000b19bf,1f40,7fd0,1,00000574,0000,0,0000000,000,-832,0050,0050,0,0001,64,-16,-4768,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
756,756,0,0000,0,0000000,000b19bf,1f40,7fd0,1,00000574,0000,0,0000000,000,-832,0050,0050,0,0001,64,-16,-4768,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
757,757,0,0000,0,0000000,000b19bf,1f40,7fd0,1,00000574,0000,0,0000000,000,-832,0050,0050,0,0001,32,48,-4768,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
758,758,0,0000,0,0000000,000b19bf,1f40,7fd0,1,00000574,0000,0,0000000,000,-8048,0050,0050,0,0001,32,48,128,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
759,759,0,0000,0,0000000,000b19bf,1f40,7fd0,1,00000574,0000,0,0000000,000,-8048,0050,0050,0,0001,32,48,128,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
760,760,0,0000,0,0000000,000b19bf,1f40,0010,0,00000574,0000,0,0000000,000,-8048,0050,7fc0,1,0001,32,48,128,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
761,761,0,0000,0,0000000,000b19bf,1f40,0010,0,00000334,0000,0,0000000,000,-8048,0050,7fc0,1,0001,32,48,128,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
762,762,0,0000,0,0000000,000b19bf,1f40,0010,0,00000334,0000,0,0000000,000,-8048,ffc0,7fc0,1,0001,32,48,128,0010,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
763,763,0,0000,0,0000000,000b19bf,1f40,0010,0,00000334,0000,0,0000000,000,-8048,ffc0,7fc0,1,0001,32,48,128,0010,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
764,764,0,0000,0,0000000,000b19bf,1f40,0010,0,00000334,0000,0,0000000,000,-8048,ffc0,7fc0,1,0001,32,48,128,0010,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
765,765,0,0000,0,0000000,000b19bf,1f40,0010,0,00000334,0000,0,0000000,000,-8048,ffc0,7fc0,1,0001,-160,-64,128,0010,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
766,766,0,0000,0,0000000,000b19bf,1f40,0010,0,00000334,0000,0,0000000,000,2784,ffc0,7fc0,1,0001,-160,-64,2784,0010,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
767,767,0,0000,0,0000000,000b19bf,1f40,0010,0,00000334,0000,0,0000000,000,2784,ffc0,7fc0,1,0001,-160,-64,2784,0010,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
768,768,0,0000,0,0000000,000b19bf,1f40,0000,0,00000334,0000,0,0000000,000,2784,ffc0,0030,0,0001,-160,-64,2784,0010,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
769,769,0,0000,0,0000000,000b19bf,1f40,0000,0,00000050,0000,0,0000000,000,2784,ffc0,0030,0,0001,-160,-64,2784,0010,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
770,770,0,0000,0,0000000,000b19bf,1f40,0000,0,00000050,0000,0,0000000,000,2784,0030,0030,0,0001,-160,-64,2784,0000,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
771,771,0,0000,0,0000000,000b19bf,1f40,0000,0,00000050,0000,0,0000000,000,2784,0030,0030,0,0001,-160,-64,2784,0000,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
772,772,0,0000,0,0000000,000b19bf,1f40,0000,0,00000050,0000,0,0000000,000,2784,0030,0030,0,0001,-160,-64,2784,0000,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
773,773,0,0000,0,0000000,000b19bf,1f40,0000,0,00000050,0000,0,0000000,000,2784,0030,0030,0,0001,192,32,2784,0000,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
774,774,0,0000,0,0000000,000b19bf,1f40,0000,0,00000050,0000,0,0000000,000,128,0030,0030,0,0001,192,32,-8048,0000,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
775,775,0,0000,0,0000000,000b19bf,1f40,0000,0,00000050,0000,0,0000000,000,128,0030,0030,0,0001,192,32,-8048,0000,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
776,776,0,0000,0,0000000,000b19bf,1f40,0030,0,00000050,0000,0,0000000,000,128,0030,0010,0,0001,192,32,-8048,0000,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
777,777,0,0000,0,0000000,000b19bf,1f40,0030,0,00000208,0000,0,0000000,000,128,0030,0010,0,0001,192,32,-8048,0000,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
778,778,0,0000,0,0000000,000b19bf,1f40,0030,0,00000208,0000,0,0000000,000,128,0010,0010,0,0001,192,32,-8048,0030,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
779,779,0,0000,0,0000000,000b19bf,1f40,0030,0,00000208,0000,0,0000000,000,128,0010,0010,0,0001,192,32,-8048,0030,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
780,780,0,0000,0,0000000,000b19bf,1f40,0030,0,00000208,0000,0,0000000,000,128,0010,0010,0,0001,192,32,-8048,0030,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
781,781,0,0000,0,0000000,000b19bf,1f40,0030,0,00000208,0000,0,0000000,000,128,0010,0010,0,0001,-144,32,-8048,0030,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
782,782,0,0000,0,0000000,000b19bf,1f40,0030,0,00000208,0000,0,0000000,000,-4768,0010,0010,0,0001,-144,32,-832,0030,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
783,783,0,0000,0,0000000,000b19bf,1f40,0030,0,00000208,0000,0,0000000,000,-4768,0010,0010,0,0001,-144,32,-832,0030,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
784,784,0,0000,0,0000000,000b19bf,1f40,0000,0,00000208,0000,0,0000000,000,-4768,0010,7fc0,1,0001,-144,32,-832,0030,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
785,785,0,0000,0,0000000,000b19bf,1f40,0000,0,00000120,0000,0,0000000,000,-4768,0010,7fc0,1,0001,-144,32,-832,0030,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
786,786,0,0000,0,0000000,000b19bf,1f40,0000,0,00000120,0000,0,0000000,000,-4768,ffc0,7fc0,1,0001,-144,32,-832,0000,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
787,787,0,0000,0,0000000,000b19bf,1f40,0000,0,00000120,0000,0,0000000,000,-4768,ffc0,7fc0,1,0001,-144,32,-832,0000,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
788,788,0,0000,0,0000000,000b19bf,1f40,0000,0,00000120,0000,0,0000000,000,-4768,ffc0,7fc0,1,0001,-144,32,-832,0000,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
789,789,0,0000,0,0000000,000b19bf,1f40,0000,0,00000120,0000,0,0000000,000,-4768,ffc0,7fc0,1,0001,112,0,-832,0000,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
790,790,0,0000,0,0000000,000b19bf,1f40,0000,0,00000120,0000,0,0000000,000,-768,ffc0,7fc0,1,0001,112,0,8656,0000,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
791,791,0,0000,0,0000000,000b19bf,1f40,0000,0,00000120,0000,0,0000000,000,-768,ffc0,7fc0,1,0001,112,0,8656,0000,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
792,792,0,0000,0,0000000,000b19bf,1f40,7fd0,1,00000120,0000,0,0000000,000,-768,ffc0,0060,0,0001,112,0,8656,0000,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
793,793,0,0000,0,0000000,000b19bf,1f40,7fd0,1,000000e8,0000,0,0000000,000,-768,ffc0,0060,0,0001,112,0,8656,0000,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
794,794,0,0000,0,0000000,000b19bf,1f40,7fd0,1,000000e8,0000,0,0000000,000,-768,0060,0060,0,0001,112,0,8656,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
795,795,0,0000,0,0000000,000b19bf,1f40,7fd0,1,000000e8,0000,0,0000000,000,-768,0060,0060,0,0001,112,0,8656,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
796,796,0,0000,0,0000000,000b19bf,1f40,7fd0,1,000000e8,0000,0,0000000,000,-768,0060,0060,0,0001,112,0,8656,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
797,797,0,0000,0,0000000,000b19bf,1f40,7fd0,1,000000e8,0000,0,0000000,000,-768,0060,0060,0,0001,-64,-16,8656,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
798,798,0,0000,0,0000000,000b19bf,1f40,7fd0,1,000000e8,0000,0,0000000,000,0,0060,0060,0,0001,-64,-16,5568,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
799,799,0,0000,0,0000000,000b19bf,1f40,7fd0,1,000000e8,0000,0,0000000,000,0,0060,0060,0,0001,-64,-16,5568,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
800,800,0,0000,0,0000000,000b19bf,1f40,0030,0,000000e8,0000,0,0000000,000,0,0060,7fc0,1,0001,-64,-16,5568,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
801,801,0,0000,0,0000000,000b19bf,1f40,0030,0,000000e8,0000,0,0000000,000,0,0060,7fc0,1,0001,-64,-16,5568,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
802,802,0,0000,0,0000000,000b19bf,1f40,0030,0,000000e8,0000,0,0000000,000,0,ffc0,7fc0,1,0001,-64,-16,5568,0030,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
803,803,0,0000,0,0000000,000b19bf,1f40,0030,0,000000e8,0000,0,0000000,000,0,ffc0,7fc0,1,0001,-64,-16,5568,0030,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
804,804,0,0000,0,0000000,000b19bf,1f40,0030,0,000000e8,0000,0,0000000,000,0,ffc0,7fc0,1,0001,-64,-16,5568,0030,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
805,805,0,0000,0,0000000,000b19bf,1f40,0030,0,000000e8,0000,0,0000000,000,0,ffc0,7fc0,1,0001,64,-16,5568,0030,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
806,806,0,0000,0,0000000,000b19bf,1f40,0030,0,000000e8,0000,0,0000000,000,-768,ffc0,7fc0,1,0001,64,-16,8656,0030,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
807,807,0,0000,0,0000000,000b19bf,1f40,0030,0,000000e8,0000,0,0000000,000,-768,ffc0,7fc0,1,0001,64,-16,8656,0030,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
808,808,0,0000,0,0000000,000b19bf,1f40,0010,0,000000e8,0000,0,0000000,000,-768,ffc0,0060,0,0001,64,-16,8656,0030,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
809,809,0,0000,0,0000000,000b19bf,1f40,0010,0,000000c8,0000,0,0000000,000,-768,ffc0,0060,0,0001,64,-16,8656,0030,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
810,810,0,0000,0,0000000,000b19bf,1f40,0010,0,000000c8,0000,0,0000000,000,-768,0060,0060,0,0001,64,-16,8656,0010,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
811,811,0,0000,0,0000000,000b19bf,1f40,0010,0,000000c8,0000,0,0000000,000,-768,0060,0060,0,0001,64,-16,8656,0010,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
