Sample in Buffer,Sample in Window,TRIGGER,i_system_wrapper/wifi_dsn_i/dbg_sic_fir_q[14:0],u_ila_0_dbg_sic_fir_q[15:15],i_system_wrapper/wifi_dsn_i/dbg_sic_auto_corr[25:0],i_system_wrapper/wifi_dsn_i/dbg_sic_ch_est_i[31:0],i_system_wrapper/wifi_dsn_i/dbg_sic_lts_th[15:0],i_system_wrapper/wifi_dsn_i/dbg_sic_memory_out_q[14:0],u_ila_0_dbg_sic_memory_out_q[15:15],i_system_wrapper/wifi_dsn_i/dbg_sic_lts_corr[31:0],i_system_wrapper/wifi_dsn_i/dbg_sic_fir_i[14:0],u_ila_0_dbg_sic_fir_i[15:15],i_system_wrapper/wifi_dsn_i/dbg_sic_auto_th[25:0],i_system_wrapper/wifi_dsn_i/tx_wave_bram_0_tx_ram_addr[10:0],i_system_wrapper/wifi_dsn_i/mux_1_dout[15:0],i_system_wrapper/wifi_dsn_i/wlan_fd_32b_0_cancel_i_out[15:0],i_system_wrapper/wifi_dsn_i/dbg_sic_memory_out_i[14:0],u_ila_0_dbg_sic_memory_out_i[15:15],i_system_wrapper/wifi_dsn_i/dbg_sic_eng_th[13:0],i_system_wrapper/wifi_dsn_i/fifo_generator_idata_rx_dout[15:0],i_system_wrapper/wifi_dsn_i/fifo_generator_qdata_rx_dout[15:0],i_system_wrapper/wifi_dsn_i/mux_0_dout[15:0],i_system_wrapper/wifi_dsn_i/wlan_fd_32b_0_cancel_q_out[15:0],i_system_wrapper/wifi_dsn_i/dbg_rx_din_sel[1:0],i_system_wrapper/wifi_dsn_i/dbg_sic_ch_est_q[31:0],i_system_wrapper/wifi_dsn_i/dbg_sic_eng14[13:0],i_system_wrapper/wifi_dsn_i/tx_wave_bram_0/dbg_en_out[0:0],i_system_wrapper/wifi_dsn_i/tx_wave_bram_0/inst/tx_ram_wr_en[0:0],i_system_wrapper/wifi_dsn_i/dbg_ch_est,i_system_wrapper/wifi_dsn_i/dbg_ch_est_done,i_system_wrapper/wifi_dsn_i/dbg_sic_cancel,i_system_wrapper/wifi_dsn_i/dbg_sic_ch_est_valid,i_system_wrapper/wifi_dsn_i/dbg_sic_det_ofdm,u_ila_0_dbg_sic_lts_sync_1,u_ila_0_dbg_sic_lts_sync,i_system_wrapper/wifi_dsn_i/dbg_sic_lts_timeout,i_system_wrapper/wifi_dsn_i/dbg_tx_running_1,i_system_wrapper/wifi_dsn_i/full_2,i_system_wrapper/wifi_dsn_i/full_3,i_system_wrapper/wifi_dsn_i/gxc_wtx_0_tx_dout_valid_free,i_system_wrapper/wifi_dsn_i/mux_1b_0_dout,i_system_wrapper/wifi_dsn_i/mux_wr_en_dout,u_ila_0_tx_wave_bram_0_tx_ram_sel
3998,3998,0,0000,0,00002d1,000b19bf,1f40,14e0,0,00000088,0000,0,0001acd,000,6896,0530,0530,0,0001,1568,-7712,5552,14e0,2,0008770d,0008,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3999,3999,0,0000,0,000029e,000b19bf,1f40,14e0,0,00000088,0000,0,0001acd,000,6896,0530,0530,0,0001,1568,-7712,5552,14e0,2,0008770d,0008,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4000,4000,0,0000,0,000029e,000b19bf,1f40,77a0,1,00000088,0000,0,0001acd,000,6896,0530,62e0,1,0001,1568,-7712,5552,14e0,2,0008770d,0008,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4001,4001,0,0000,0,000029e,000b19bf,1f40,77a0,1,000001d4,0000,0,0001acd,000,6896,0530,62e0,1,0001,1568,-7712,5552,14e0,2,0008770d,0008,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4002,4002,0,0000,0,000029e,000b19bf,1f40,77a0,1,000001d4,0000,0,0001acd,000,6896,e2e0,62e0,1,0001,1568,-7712,5552,f7a0,2,0008770d,0008,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4003,4003,0,0000,0,000029e,000b19bf,1f40,77a0,1,000001d4,0000,0,0001acd,000,6896,e2e0,62e0,1,0001,1568,-7712,5552,f7a0,2,0008770d,0008,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4004,4004,0,0000,0,000029e,000b19bf,1f40,77a0,1,000001d4,0000,0,0001acd,000,6896,e2e0,62e0,1,0001,1568,-7712,5552,f7a0,2,0008770d,0008,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
4005,4005,0,0000,0,000029e,000b19bf,1f40,77a0,1,000001d4,0000,0,0001bce,000,6896,e2e0,62e0,1,0001,-2384,-1472,5552,f7a0,2,0008770d,0009,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
4006,4006,0,0000,0,000029e,000b19bf,1f40,77a0,1,000001d4,0000,0,0001bce,000,15360,e2e0,62e0,1,0001,-2384,-1472,3024,f7a0,2,0008770d,0009,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4007,4007,0,0000,0,0000040,000b19bf,1f40,77a0,1,000001d4,0000,0,0001bce,000,15360,e2e0,62e0,1,0001,-2384,-1472,3024,f7a0,2,0008770d,0009,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4008,4008,0,0000,0,0000040,000b19bf,1f40,7110,1,000001d4,0000,0,0001bce,000,15360,e2e0,01b0,0,0001,-2384,-1472,3024,f7a0,2,0008770d,0009,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4009,4009,0,0000,0,0000040,000b19bf,1f40,7110,1,000004e8,0000,0,0001bce,000,15360,e2e0,01b0,0,0001,-2384,-1472,3024,f7a0,2,0008770d,0009,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4010,4010,0,0000,0,0000040,000b19bf,1f40,7110,1,000004e8,0000,0,0001bce,000,15360,01b0,01b0,0,0001,-2384,-1472,3024,f110,2,0008770d,0009,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4011,4011,0,0000,0,0000040,000b19bf,1f40,7110,1,000004e8,0000,0,0001bce,000,15360,01b0,01b0,0,0001,-2384,-1472,3024,f110,2,0008770d,0009,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4012,4012,0,0000,0,0000040,000b19bf,1f40,7110,1,000004e8,0000,0,0001bce,000,15360,01b0,01b0,0,0001,-2384,-1472,3024,f110,2,0008770d,0009,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
4013,4013,0,0000,0,0000040,000b19bf,1f40,7110,1,000004e8,0000,0,00017cd,000,15360,01b0,01b0,0,0001,-4224,-1104,3024,f110,2,0008770d,0007,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
4014,4014,0,0000,0,0000040,000b19bf,1f40,7110,1,000004e8,0000,0,00017cd,000,7424,01b0,01b0,0,0001,-4224,-1104,-2528,f110,2,0008770d,0007,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4015,4015,0,0000,0,000000b,000b19bf,1f40,7110,1,000004e8,0000,0,00017cd,000,7424,01b0,01b0,0,0001,-4224,-1104,-2528,f110,2,0008770d,0007,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4016,4016,0,0000,0,000000b,000b19bf,1f40,1390,0,000004e8,0000,0,00017cd,000,7424,01b0,0050,0,0001,-4224,-1104,-2528,f110,2,0008770d,0007,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4017,4017,0,0000,0,000000b,000b19bf,1f40,1390,0,00000010,0000,0,00017cd,000,7424,01b0,0050,0,0001,-4224,-1104,-2528,f110,2,0008770d,0007,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4018,4018,0,0000,0,000000b,000b19bf,1f40,1390,0,00000010,0000,0,00017cd,000,7424,0050,0050,0,0001,-4224,-1104,-2528,1390,2,0008770d,0007,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4019,4019,0,0000,0,000000b,000b19bf,1f40,1390,0,00000010,0000,0,00017cd,000,7424,0050,0050,0,0001,-4224,-1104,-2528,1390,2,0008770d,0007,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4020,4020,0,0000,0,000000b,000b19bf,1f40,1390,0,00000010,0000,0,00017cd,000,7424,0050,0050,0,0001,-4224,-1104,-2528,1390,2,0008770d,0007,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
4021,4021,0,0000,0,000000b,000b19bf,1f40,1390,0,00000010,0000,0,0001327,000,7424,0050,0050,0,0001,-6752,-6224,-2528,1390,2,0008770d,0006,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
4022,4022,0,0000,0,000000b,000b19bf,1f40,1390,0,00000010,0000,0,0001327,000,1632,0050,0050,0,0001,-6752,-6224,-4960,1390,2,0008770d,0006,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4023,4023,0,0000,0,000000b,000b19bf,1f40,1390,0,00000010,0000,0,0001327,000,1632,0050,0050,0,0001,-6752,-6224,-4960,1390,2,0008770d,0006,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4024,4024,0,0000,0,000000b,000b19bf,1f40,0860,0,00000010,0000,0,0001327,000,1632,0050,6770,1,0001,-6752,-6224,-4960,1390,2,0008770d,0006,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4025,4025,0,0000,0,000000b,000b19bf,1f40,0860,0,00000128,0000,0,0001327,000,1632,0050,6770,1,0001,-6752,-6224,-4960,1390,2,0008770d,0006,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4026,4026,0,0000,0,000000b,000b19bf,1f40,0860,0,00000128,0000,0,0001327,000,1632,e770,6770,1,0001,-6752,-6224,-4960,0860,2,0008770d,0006,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4027,4027,0,0000,0,000000b,000b19bf,1f40,0860,0,00000128,0000,0,0001327,000,1632,e770,6770,1,0001,-6752,-6224,-4960,0860,2,0008770d,0006,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4028,4028,0,0000,0,000000b,000b19bf,1f40,0860,0,00000128,0000,0,0001327,000,1632,e770,6770,1,0001,-6752,-6224,-4960,0860,2,0008770d,0006,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
4029,4029,0,0000,0,000000b,000b19bf,1f40,0860,0,00000128,0000,0,00014db,000,1632,e770,6770,1,0001,2288,-2672,-4960,0860,2,0008770d,0006,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
4030,4030,0,0000,0,000000b,000b19bf,1f40,0860,0,00000128,0000,0,00014db,000,6688,e770,6770,1,0001,2288,-2672,1888,0860,2,0008770d,0006,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4031,4031,0,0000,0,0000016,000b19bf,1f40,0860,0,00000128,0000,0,00014db,000,6688,e770,6770,1,0001,2288,-2672,1888,0860,2,0008770d,0006,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4032,4032,0,0000,0,0000016,000b19bf,1f40,6660,1,00000128,0000,0,00014db,000,6688,e770,0480,0,0001,2288,-2672,1888,0860,2,0008770d,0006,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4033,4033,0,0000,0,0000016,000b19bf,1f40,6660,1,00000014,0000,0,00014db,000,6688,e770,0480,0,0001,2288,-2672,1888,0860,2,0008770d,0006,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4034,4034,0,0000,0,0000016,000b19bf,1f40,6660,1,00000014,0000,0,00014db,000,6688,0480,0480,0,0001,2288,-2672,1888,e660,2,0008770d,0006,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4035,4035,0,0000,0,0000016,000b19bf,1f40,6660,1,00000014,0000,0,00014db,000,6688,0480,0480,0,0001,2288,-2672,1888,e660,2,0008770d,0006,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4036,4036,0,0000,0,0000016,000b19bf,1f40,6660,1,00000014,0000,0,00014db,000,6688,0480,0480,0,0001,2288,-2672,1888,e660,2,0008770d,0006,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
4037,4037,0,0000,0,0000016,000b19bf,1f40,6660,1,00000014,0000,0,0001083,000,6688,0480,0480,0,0001,5280,4368,1888,e660,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
4038,4038,0,0000,0,0000016,000b19bf,1f40,6660,1,00000014,0000,0,0001083,000,-1312,0480,0480,0,0001,5280,4368,3024,e660,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4039,4039,0,0000,0,0000075,000b19bf,1f40,6660,1,00000014,0000,0,0001083,000,-1312,0480,0480,0,0001,5280,4368,3024,e660,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4040,4040,0,0000,0,0000075,000b19bf,1f40,69f0,1,00000014,0000,0,0001083,000,-1312,0480,11b0,0,0001,5280,4368,3024,e660,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4041,4041,0,0000,0,0000075,000b19bf,1f40,69f0,1,00000464,0000,0,0001083,000,-1312,0480,11b0,0,0001,5280,4368,3024,e660,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4042,4042,0,0000,0,0000075,000b19bf,1f40,69f0,1,00000464,0000,0,0001083,000,-1312,11b0,11b0,0,0001,5280,4368,3024,e9f0,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4043,4043,0,0000,0,0000075,000b19bf,1f40,69f0,1,00000464,0000,0,0001083,000,-1312,11b0,11b0,0,0001,5280,4368,3024,e9f0,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4044,4044,0,0000,0,0000075,000b19bf,1f40,69f0,1,00000464,0000,0,0001083,000,-1312,11b0,11b0,0,0001,5280,4368,3024,e9f0,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
4045,4045,0,0000,0,0000075,000b19bf,1f40,69f0,1,00000464,0000,0,0001117,000,-1312,11b0,11b0,0,0001,-1136,1088,3024,e9f0,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
4046,4046,0,0000,0,0000075,000b19bf,1f40,69f0,1,00000464,0000,0,0001117,000,-256,11b0,11b0,0,0001,-1136,1088,-7040,e9f0,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4047,4047,0,0000,0,0000312,000b19bf,1f40,69f0,1,00000464,0000,0,0001117,000,-256,11b0,11b0,0,0001,-1136,1088,-7040,e9f0,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4048,4048,0,0000,0,0000312,000b19bf,1f40,6960,1,00000464,0000,0,0001117,000,-256,11b0,0fb0,0,0001,-1136,1088,-7040,e9f0,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4049,4049,0,0000,0,0000312,000b19bf,1f40,6960,1,000009c4,0000,0,0001117,000,-256,11b0,0fb0,0,0001,-1136,1088,-7040,e9f0,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4050,4050,0,0000,0,0000312,000b19bf,1f40,6960,1,000009c4,0000,0,0001117,000,-256,0fb0,0fb0,0,0001,-1136,1088,-7040,e960,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4051,4051,0,0000,0,0000312,000b19bf,1f40,6960,1,000009c4,0000,0,0001117,000,-256,0fb0,0fb0,0,0001,-1136,1088,-7040,e960,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4052,4052,0,0000,0,0000312,000b19bf,1f40,6960,1,000009c4,0000,0,0001117,000,-256,0fb0,0fb0,0,0001,-1136,1088,-7040,e960,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
4053,4053,0,0000,0,0000312,000b19bf,1f40,6960,1,000009c4,0000,0,00010ab,000,-256,0fb0,0fb0,0,0001,-4848,-736,-7040,e960,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
4054,4054,0,0000,0,0000312,000b19bf,1f40,6960,1,000009c4,0000,0,00010ab,000,3536,0fb0,0fb0,0,0001,-4848,-736,-1584,e960,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4055,4055,0,0000,0,0000309,000b19bf,1f40,6960,1,000009c4,0000,0,00010ab,000,3536,0fb0,0fb0,0,0001,-4848,-736,-1584,e960,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4056,4056,0,0000,0,0000309,000b19bf,1f40,6ac0,1,000009c4,0000,0,00010ab,000,3536,0fb0,7e70,1,0001,-4848,-736,-1584,e960,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4057,4057,0,0000,0,0000309,000b19bf,1f40,6ac0,1,00000340,0000,0,00010ab,000,3536,0fb0,7e70,1,0001,-4848,-736,-1584,e960,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4058,4058,0,0000,0,0000309,000b19bf,1f40,6ac0,1,00000340,0000,0,00010ab,000,3536,fe70,7e70,1,0001,-4848,-736,-1584,eac0,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4059,4059,0,0000,0,0000309,000b19bf,1f40,6ac0,1,00000340,0000,0,00010ab,000,3536,fe70,7e70,1,0001,-4848,-736,-1584,eac0,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4060,4060,0,0000,0,0000309,000b19bf,1f40,6ac0,1,00000340,0000,0,00010ab,000,3536,fe70,7e70,1,0001,-4848,-736,-1584,eac0,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
4061,4061,0,0000,0,0000309,000b19bf,1f40,6ac0,1,00000340,0000,0,0001171,000,3536,fe70,7e70,1,0001,2000,6992,-1584,eac0,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
4062,4062,0,0000,0,0000309,000b19bf,1f40,6ac0,1,00000340,0000,0,0001171,000,2368,fe70,7e70,1,0001,2000,6992,8432,eac0,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4063,4063,0,0000,0,000020a,000b19bf,1f40,6ac0,1,00000340,0000,0,0001171,000,2368,fe70,7e70,1,0001,2000,6992,8432,eac0,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4064,4064,0,0000,0,000020a,000b19bf,1f40,0f70,0,00000340,0000,0,0001171,000,2368,fe70,66c0,1,0001,2000,6992,8432,eac0,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4065,4065,0,0000,0,000020a,000b19bf,1f40,0f70,0,00000208,0000,0,0001171,000,2368,fe70,66c0,1,0001,2000,6992,8432,eac0,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4066,4066,0,0000,0,000020a,000b19bf,1f40,0f70,0,00000208,0000,0,0001171,000,2368,e6c0,66c0,1,0001,2000,6992,8432,0f70,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4067,4067,0,0000,0,000020a,000b19bf,1f40,0f70,0,00000208,0000,0,0001171,000,2368,e6c0,66c0,1,0001,2000,6992,8432,0f70,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4068,4068,0,0000,0,000020a,000b19bf,1f40,0f70,0,00000208,0000,0,0001171,000,2368,e6c0,66c0,1,0001,2000,6992,8432,0f70,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
4069,4069,0,0000,0,000020a,000b19bf,1f40,0f70,0,00000208,0000,0,00011c8,000,2368,e6c0,66c0,1,0001,2672,6896,8432,0f70,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
4070,4070,0,0000,0,000020a,000b19bf,1f40,0f70,0,00000208,0000,0,00011c8,000,4432,e6c0,66c0,1,0001,2672,6896,5088,0f70,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4071,4071,0,0000,0,0000163,000b19bf,1f40,0f70,0,00000208,0000,0,00011c8,000,4432,e6c0,66c0,1,0001,2672,6896,5088,0f70,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4072,4072,0,0000,0,0000163,000b19bf,1f40,0dc0,0,00000208,0000,0,00011c8,000,4432,e6c0,0700,0,0001,2672,6896,5088,0f70,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4073,4073,0,0000,0,0000163,000b19bf,1f40,0dc0,0,000006a0,0000,0,00011c8,000,4432,e6c0,0700,0,0001,2672,6896,5088,0f70,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4074,4074,0,0000,0,0000163,000b19bf,1f40,0dc0,0,000006a0,0000,0,00011c8,000,4432,0700,0700,0,0001,2672,6896,5088,0dc0,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4075,4075,0,0000,0,0000163,000b19bf,1f40,0dc0,0,000006a0,0000,0,00011c8,000,4432,0700,0700,0,0001,2672,6896,5088,0dc0,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4076,4076,0,0000,0,0000163,000b19bf,1f40,0dc0,0,000006a0,0000,0,00011c8,000,4432,0700,0700,0,0001,2672,6896,5088,0dc0,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
4077,4077,0,0000,0,0000163,000b19bf,1f40,0dc0,0,000006a0,0000,0,00011be,000,4432,0700,0700,0,0001,-1552,2928,5088,0dc0,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
4078,4078,0,0000,0,0000163,000b19bf,1f40,0dc0,0,000006a0,0000,0,00011be,000,-768,0700,0700,0,0001,-1552,2928,-1360,0dc0,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4079,4079,0,0000,0,0000186,000b19bf,1f40,0dc0,0,000006a0,0000,0,00011be,000,-768,0700,0700,0,0001,-1552,2928,-1360,0dc0,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4080,4080,0,0000,0,0000186,000b19bf,1f40,6de0,1,000006a0,0000,0,00011be,000,-768,0700,79c0,1,0001,-1552,2928,-1360,0dc0,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4081,4081,0,0000,0,0000186,000b19bf,1f40,6de0,1,00000320,0000,0,00011be,000,-768,0700,79c0,1,0001,-1552,2928,-1360,0dc0,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4082,4082,0,0000,0,0000186,000b19bf,1f40,6de0,1,00000320,0000,0,00011be,000,-768,f9c0,79c0,1,0001,-1552,2928,-1360,ede0,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4083,4083,0,0000,0,0000186,000b19bf,1f40,6de0,1,00000320,0000,0,00011be,000,-768,f9c0,79c0,1,0001,-1552,2928,-1360,ede0,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4084,4084,0,0000,0,0000186,000b19bf,1f40,6de0,1,00000320,0000,0,00011be,000,-768,f9c0,79c0,1,0001,-1552,2928,-1360,ede0,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
4085,4085,0,0000,0,0000186,000b19bf,1f40,6de0,1,00000320,0000,0,0001138,000,-768,f9c0,79c0,1,0001,2128,-624,-1360,ede0,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
4086,4086,0,0000,0,0000186,000b19bf,1f40,6de0,1,00000320,0000,0,0001138,000,-336,f9c0,79c0,1,0001,2128,-624,-3744,ede0,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4087,4087,0,0000,0,000017e,000b19bf,1f40,6de0,1,00000320,0000,0,0001138,000,-336,f9c0,79c0,1,0001,2128,-624,-3744,ede0,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4088,4088,0,0000,0,000017e,000b19bf,1f40,7df0,1,00000320,0000,0,0001138,000,-336,f9c0,6530,1,0001,2128,-624,-3744,ede0,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4089,4089,0,0000,0,000017e,000b19bf,1f40,7df0,1,00000410,0000,0,0001138,000,-336,f9c0,6530,1,0001,2128,-624,-3744,ede0,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4090,4090,0,0000,0,000017e,000b19bf,1f40,7df0,1,00000410,0000,0,0001138,000,-336,e530,6530,1,0001,2128,-624,-3744,fdf0,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4091,4091,0,0000,0,000017e,000b19bf,1f40,7df0,1,00000410,0000,0,0001138,000,-336,e530,6530,1,0001,2128,-624,-3744,fdf0,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4092,4092,0,0000,0,000017e,000b19bf,1f40,7df0,1,00000410,0000,0,0001138,000,-336,e530,6530,1,0001,2128,-624,-3744,fdf0,2,0008770d,0005,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
4093,4093,0,0000,0,000017e,000b19bf,1f40,7df0,1,00000410,0000,0,000148c,000,-336,e530,6530,1,0001,2800,6944,-3744,fdf0,2,0008770d,0006,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
4094,4094,0,0000,0,000017e,000b19bf,1f40,7df0,1,00000410,0000,0,000148c,000,0,e530,6530,1,0001,2800,6944,-3792,fdf0,2,0008770d,0006,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4095,4095,0,0000,0,0000121,000b19bf,1f40,7df0,1,00000410,0000,0,000148c,000,0,e530,6530,1,0001,2800,6944,-3792,fdf0,2,0008770d,0006,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4096,4096,0,0000,0,0000121,000b19bf,1f40,17c0,0,00000410,0000,0,000148c,000,0,e530,0dc0,0,0001,2800,6944,-3792,fdf0,2,0008770d,0006,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4097,4097,0,0000,0,0000121,000b19bf,1f40,17c0,0,000000d0,0000,0,000148c,000,0,e530,0dc0,0,0001,2800,6944,-3792,fdf0,2,0008770d,0006,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4098,4098,0,0000,0,0000121,000b19bf,1f40,17c0,0,000000d0,0000,0,000148c,000,0,0dc0,0dc0,0,0001,2800,6944,-3792,17c0,2,0008770d,0006,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4099,4099,0,0000,0,0000121,000b19bf,1f40,17c0,0,000000d0,0000,0,000148c,000,0,0dc0,0dc0,0,0001,2800,6944,-3792,17c0,2,0008770d,0006,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4100,4100,0,0000,0,0000121,000b19bf,1f40,17c0,0,000000d0,0000,0,000148c,000,0,0dc0,0dc0,0,0001,2800,6944,-3792,17c0,2,0008770d,0006,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
